Date,Vegetable,Delhi Price
20-02-2023,Mushroom,72
21-02-2023,Mushroom,72
22-02-2023,Mushroom,72
23-02-2023,Mushroom,73
24-02-2023,Mushroom,73
25-02-2023,Mushroom,90
26-02-2023,Mushroom,90
27-02-2023,Mushroom,90
28-02-2023,Mushroom,91
01-03-2023,Mushroom,91
02-03-2023,Mushroom,91
03-03-2023,Mushroom,91
04-03-2023,Mushroom,75
05-03-2023,Mushroom,75
06-03-2023,Mushroom,75
07-03-2023,Mushroom,75
08-03-2023,Mushroom,75
09-03-2023,Mushroom,75
10-03-2023,Mushroom,94
11-03-2023,Mushroom,94
12-03-2023,Mushroom,94
13-03-2023,Mushroom,94
14-03-2023,Mushroom,80
15-03-2023,Mushroom,80
16-03-2023,Mushroom,80
17-03-2023,Mushroom,79
18-03-2023,Mushroom,79
19-03-2023,Mushroom,80
20-03-2023,Mushroom,80
21-03-2023,Mushroom,80
22-03-2023,Mushroom,80
23-03-2023,Mushroom,80
24-03-2023,Mushroom,92
25-03-2023,Mushroom,92
26-03-2023,Mushroom,86
27-03-2023,Mushroom,86
28-03-2023,Mushroom,86
29-03-2023,Mushroom,74
30-03-2023,Mushroom,74
31-03-2023,Mushroom,74
01-02-2022,Mustard Leaves,20
02-02-2022,Mustard Leaves,15
03-02-2022,Mustard Leaves,15
04-02-2022,Mustard Leaves,15
05-02-2022,Mustard Leaves,17
06-02-2022,Mustard Leaves,17
07-02-2022,Mustard Leaves,17
08-02-2022,Mustard Leaves,18
09-02-2022,Mustard Leaves,18
10-02-2022,Mustard Leaves,18
11-02-2022,Mustard Leaves,18
12-02-2022,Mustard Leaves,16
13-02-2022,Mustard Leaves,16
14-02-2022,Mustard Leaves,17
15-02-2022,Mustard Leaves,17
16-02-2022,Mustard Leaves,17
17-02-2022,Mustard Leaves,19
18-02-2022,Mustard Leaves,19
19-02-2022,Mustard Leaves,19
20-02-2022,Mustard Leaves,18
21-02-2022,Mustard Leaves,18
22-02-2022,Mustard Leaves,18
23-02-2022,Mustard Leaves,18
24-02-2022,Mustard Leaves,18
25-02-2022,Mustard Leaves,18
26-02-2022,Mustard Leaves,16
27-02-2022,Mustard Leaves,16
28-02-2022,Mustard Leaves,17
01-03-2022,Mustard Leaves,17
02-03-2022,Mustard Leaves,17
03-03-2022,Mustard Leaves,17
04-03-2022,Mustard Leaves,17
05-03-2022,Mustard Leaves,17
06-03-2022,Mustard Leaves,17
07-03-2022,Mustard Leaves,20
08-03-2022,Mustard Leaves,20
09-03-2022,Mustard Leaves,19
10-03-2022,Mustard Leaves,19
11-03-2022,Mustard Leaves,19
12-03-2022,Mustard Leaves,19
13-03-2022,Mustard Leaves,19
14-03-2022,Mustard Leaves,17
15-03-2022,Mustard Leaves,17
16-03-2022,Mustard Leaves,17
17-03-2022,Mustard Leaves,20
18-03-2022,Mustard Leaves,20
19-03-2022,Mustard Leaves,20
20-03-2022,Mustard Leaves,16
21-03-2022,Mustard Leaves,16
22-03-2022,Mustard Leaves,20
23-03-2022,Mustard Leaves,20
24-03-2022,Mustard Leaves,20
25-03-2022,Mustard Leaves,19
26-03-2022,Mustard Leaves,19
27-03-2022,Mustard Leaves,19
28-03-2022,Mustard Leaves,18
29-03-2022,Mustard Leaves,18
30-03-2022,Mustard Leaves,18
31-03-2022,Mustard Leaves,18
02-04-2022,Mustard Leaves,20
03-04-2022,Mustard Leaves,20
04-04-2022,Mustard Leaves,16
05-04-2022,Mustard Leaves,16
06-04-2022,Mustard Leaves,16
07-04-2022,Mustard Leaves,16
08-04-2022,Mustard Leaves,16
09-04-2022,Mustard Leaves,16
10-04-2022,Mustard Leaves,16
11-04-2022,Mustard Leaves,16
12-04-2022,Mustard Leaves,16
13-04-2022,Mustard Leaves,15
14-04-2022,Mustard Leaves,15
15-04-2022,Mustard Leaves,15
17-04-2022,Mustard Leaves,20
18-04-2022,Mustard Leaves,20
19-04-2022,Mustard Leaves,20
20-04-2022,Mustard Leaves,20
21-04-2022,Mustard Leaves,20
22-04-2022,Mustard Leaves,20
23-04-2022,Mustard Leaves,20
24-04-2022,Mustard Leaves,17
25-04-2022,Mustard Leaves,17
26-04-2022,Mustard Leaves,17
27-04-2022,Mustard Leaves,15
28-04-2022,Mustard Leaves,15
29-04-2022,Mustard Leaves,15
30-04-2022,Mustard Leaves,17
01-05-2022,Mustard Leaves,17
02-05-2022,Mustard Leaves,15
03-05-2022,Mustard Leaves,15
04-05-2022,Mustard Leaves,15
05-05-2022,Mustard Leaves,15
06-05-2022,Mustard Leaves,15
07-05-2022,Mustard Leaves,15
08-05-2022,Mustard Leaves,18
09-05-2022,Mustard Leaves,18
10-05-2022,Mustard Leaves,18
11-05-2022,Mustard Leaves,16
12-05-2022,Mustard Leaves,16
13-05-2022,Mustard Leaves,16
14-05-2022,Mustard Leaves,16
15-05-2022,Mustard Leaves,17
16-05-2022,Mustard Leaves,17
17-05-2022,Mustard Leaves,17
18-05-2022,Mustard Leaves,14
19-05-2022,Mustard Leaves,14
20-05-2022,Mustard Leaves,14
21-05-2022,Mustard Leaves,16
22-05-2022,Mustard Leaves,16
23-05-2022,Mustard Leaves,16
24-05-2022,Mustard Leaves,16
25-05-2022,Mustard Leaves,17
26-05-2022,Mustard Leaves,17
27-05-2022,Mustard Leaves,17
28-05-2022,Mustard Leaves,14
29-05-2022,Mustard Leaves,14
30-05-2022,Mustard Leaves,14
31-05-2022,Mustard Leaves,14
01-06-2022,Mustard Leaves,18
02-06-2022,Mustard Leaves,18
03-06-2022,Mustard Leaves,18
04-06-2022,Mustard Leaves,14
05-06-2022,Mustard Leaves,14
06-06-2022,Mustard Leaves,14
07-06-2022,Mustard Leaves,14
08-06-2022,Mustard Leaves,14
09-06-2022,Mustard Leaves,14
10-06-2022,Mustard Leaves,14
11-06-2022,Mustard Leaves,14
12-06-2022,Mustard Leaves,14
13-06-2022,Mustard Leaves,14
14-06-2022,Mustard Leaves,14
15-06-2022,Mustard Leaves,14
16-06-2022,Mustard Leaves,14
17-06-2022,Mustard Leaves,14
18-06-2022,Mustard Leaves,15
19-06-2022,Mustard Leaves,15
20-06-2022,Mustard Leaves,15
21-06-2022,Mustard Leaves,15
22-06-2022,Mustard Leaves,15
23-06-2022,Mustard Leaves,15
24-06-2022,Mustard Leaves,15
25-06-2022,Mustard Leaves,15
26-06-2022,Mustard Leaves,15
27-06-2022,Mustard Leaves,16
28-06-2022,Mustard Leaves,16
29-06-2022,Mustard Leaves,16
30-06-2022,Mustard Leaves,16
01-07-2022,Mustard Leaves,15
02-07-2022,Mustard Leaves,15
03-07-2022,Mustard Leaves,15
04-07-2022,Mustard Leaves,17
05-07-2022,Mustard Leaves,17
06-07-2022,Mustard Leaves,17
07-07-2022,Mustard Leaves,17
08-07-2022,Mustard Leaves,17
09-07-2022,Mustard Leaves,16
10-07-2022,Mustard Leaves,16
11-07-2022,Mustard Leaves,16
12-07-2022,Mustard Leaves,14
13-07-2022,Mustard Leaves,14
14-07-2022,Mustard Leaves,17
15-07-2022,Mustard Leaves,17
16-07-2022,Mustard Leaves,17
17-07-2022,Mustard Leaves,17
18-07-2022,Mustard Leaves,17
19-07-2022,Mustard Leaves,17
20-07-2022,Mustard Leaves,17
21-07-2022,Mustard Leaves,13
22-07-2022,Mustard Leaves,13
23-07-2022,Mustard Leaves,13
24-07-2022,Mustard Leaves,12
25-07-2022,Mustard Leaves,12
26-07-2022,Mustard Leaves,12
27-07-2022,Mustard Leaves,12
28-07-2022,Mustard Leaves,12
29-07-2022,Mustard Leaves,12
30-07-2022,Mustard Leaves,12
01-08-2022,Mustard Leaves,17
02-08-2022,Mustard Leaves,17
03-08-2022,Mustard Leaves,17
04-08-2022,Mustard Leaves,13
05-08-2022,Mustard Leaves,13
06-08-2022,Mustard Leaves,13
07-08-2022,Mustard Leaves,13
08-08-2022,Mustard Leaves,13
09-08-2022,Mustard Leaves,13
10-08-2022,Mustard Leaves,13
11-08-2022,Mustard Leaves,13
12-08-2022,Mustard Leaves,13
13-08-2022,Mustard Leaves,18
14-08-2022,Mustard Leaves,18
15-08-2022,Mustard Leaves,18
16-08-2022,Mustard Leaves,18
17-08-2022,Mustard Leaves,18
18-08-2022,Mustard Leaves,16
19-08-2022,Mustard Leaves,16
20-08-2022,Mustard Leaves,16
21-08-2022,Mustard Leaves,16
22-08-2022,Mustard Leaves,16
23-08-2022,Mustard Leaves,16
24-08-2022,Mustard Leaves,17
25-08-2022,Mustard Leaves,17
26-08-2022,Mustard Leaves,15
27-08-2022,Mustard Leaves,15
28-08-2022,Mustard Leaves,15
29-08-2022,Mustard Leaves,15
30-08-2022,Mustard Leaves,13
31-08-2022,Mustard Leaves,13
01-09-2022,Mustard Leaves,14
02-09-2022,Mustard Leaves,14
03-09-2022,Mustard Leaves,14
04-09-2022,Mustard Leaves,14
05-09-2022,Mustard Leaves,12
06-09-2022,Mustard Leaves,15
07-09-2022,Mustard Leaves,15
08-09-2022,Mustard Leaves,15
09-09-2022,Mustard Leaves,15
10-09-2022,Mustard Leaves,17
11-09-2022,Mustard Leaves,13
12-09-2022,Mustard Leaves,13
13-09-2022,Mustard Leaves,13
14-09-2022,Mustard Leaves,13
15-09-2022,Mustard Leaves,13
16-09-2022,Mustard Leaves,14
17-09-2022,Mustard Leaves,14
18-09-2022,Mustard Leaves,14
19-09-2022,Mustard Leaves,16
20-09-2022,Mustard Leaves,16
21-09-2022,Mustard Leaves,16
22-09-2022,Mustard Leaves,16
23-09-2022,Mustard Leaves,16
24-09-2022,Mustard Leaves,16
25-09-2022,Mustard Leaves,18
26-09-2022,Mustard Leaves,18
27-09-2022,Mustard Leaves,18
28-09-2022,Mustard Leaves,12
29-09-2022,Mustard Leaves,12
30-09-2022,Mustard Leaves,13
01-10-2022,Mustard Leaves,13
02-10-2022,Mustard Leaves,13
03-10-2022,Mustard Leaves,18
04-10-2022,Mustard Leaves,18
05-10-2022,Mustard Leaves,18
06-10-2022,Mustard Leaves,14
07-10-2022,Mustard Leaves,14
08-10-2022,Mustard Leaves,12
09-10-2022,Mustard Leaves,12
10-10-2022,Mustard Leaves,12
11-10-2022,Mustard Leaves,12
12-10-2022,Mustard Leaves,17
13-10-2022,Mustard Leaves,17
14-10-2022,Mustard Leaves,17
15-10-2022,Mustard Leaves,16
16-10-2022,Mustard Leaves,16
17-10-2022,Mustard Leaves,16
18-10-2022,Mustard Leaves,18
19-10-2022,Mustard Leaves,18
20-10-2022,Mustard Leaves,18
21-10-2022,Mustard Leaves,18
22-10-2022,Mustard Leaves,18
23-10-2022,Mustard Leaves,18
24-10-2022,Mustard Leaves,13
25-10-2022,Mustard Leaves,13
26-10-2022,Mustard Leaves,13
27-10-2022,Mustard Leaves,14
28-10-2022,Mustard Leaves,14
29-10-2022,Mustard Leaves,15
30-10-2022,Mustard Leaves,15
31-10-2022,Mustard Leaves,15
01-11-2022,Mustard Leaves,15
02-11-2022,Mustard Leaves,15
03-11-2022,Mustard Leaves,18
04-11-2022,Mustard Leaves,18
05-11-2022,Mustard Leaves,18
06-11-2022,Mustard Leaves,13
07-11-2022,Mustard Leaves,13
08-11-2022,Mustard Leaves,13
09-11-2022,Mustard Leaves,12
10-11-2022,Mustard Leaves,12
11-11-2022,Mustard Leaves,12
12-11-2022,Mustard Leaves,14
13-11-2022,Mustard Leaves,14
14-11-2022,Mustard Leaves,14
15-11-2022,Mustard Leaves,14
16-11-2022,Mustard Leaves,14
17-11-2022,Mustard Leaves,14
18-11-2022,Mustard Leaves,16
19-11-2022,Mustard Leaves,16
20-11-2022,Mustard Leaves,16
21-11-2022,Mustard Leaves,18
22-11-2022,Mustard Leaves,18
23-11-2022,Mustard Leaves,18
24-11-2022,Mustard Leaves,15
25-11-2022,Mustard Leaves,15
26-11-2022,Mustard Leaves,16
27-11-2022,Mustard Leaves,16
28-11-2022,Mustard Leaves,18
29-11-2022,Mustard Leaves,18
30-11-2022,Mustard Leaves,15
01-12-2022,Mustard Leaves,15
02-12-2022,Mustard Leaves,15
03-12-2022,Mustard Leaves,15
04-12-2022,Mustard Leaves,15
05-12-2022,Mustard Leaves,15
06-12-2022,Mustard Leaves,15
07-12-2022,Mustard Leaves,18
08-12-2022,Mustard Leaves,18
09-12-2022,Mustard Leaves,18
10-12-2022,Mustard Leaves,13
11-12-2022,Mustard Leaves,13
12-12-2022,Mustard Leaves,13
13-12-2022,Mustard Leaves,13
14-12-2022,Mustard Leaves,18
15-12-2022,Mustard Leaves,18
16-12-2022,Mustard Leaves,18
17-12-2022,Mustard Leaves,18
18-12-2022,Mustard Leaves,18
19-12-2022,Mustard Leaves,18
20-12-2022,Mustard Leaves,18
21-12-2022,Mustard Leaves,18
22-12-2022,Mustard Leaves,15
23-12-2022,Mustard Leaves,15
24-12-2022,Mustard Leaves,14
25-12-2022,Mustard Leaves,14
26-12-2022,Mustard Leaves,14
27-12-2022,Mustard Leaves,16
28-12-2022,Mustard Leaves,16
29-12-2022,Mustard Leaves,18
30-12-2022,Mustard Leaves,18
31-12-2022,Mustard Leaves,18
01-01-2023,Mustard Leaves,18
02-01-2023,Mustard Leaves,18
03-01-2023,Mustard Leaves,18
04-01-2023,Mustard Leaves,14
05-01-2023,Mustard Leaves,14
06-01-2023,Mustard Leaves,14
07-01-2023,Mustard Leaves,14
08-01-2023,Mustard Leaves,15
09-01-2023,Mustard Leaves,15
10-01-2023,Mustard Leaves,15
11-01-2023,Mustard Leaves,14
12-01-2023,Mustard Leaves,14
13-01-2023,Mustard Leaves,14
14-01-2023,Mustard Leaves,17
15-01-2023,Mustard Leaves,17
16-01-2023,Mustard Leaves,17
17-01-2023,Mustard Leaves,17
18-01-2023,Mustard Leaves,14
19-01-2023,Mustard Leaves,14
20-01-2023,Mustard Leaves,17
21-01-2023,Mustard Leaves,12
22-01-2023,Mustard Leaves,12
23-01-2023,Mustard Leaves,12
24-01-2023,Mustard Leaves,12
25-01-2023,Mustard Leaves,15
26-01-2023,Mustard Leaves,15
27-01-2023,Mustard Leaves,15
28-01-2023,Mustard Leaves,14
29-01-2023,Mustard Leaves,14
30-01-2023,Mustard Leaves,14
31-01-2023,Mustard Leaves,12
01-02-2023,Mustard Leaves,12
02-02-2023,Mustard Leaves,12
03-02-2023,Mustard Leaves,16
04-02-2023,Mustard Leaves,16
05-02-2023,Mustard Leaves,16
06-02-2023,Mustard Leaves,17
07-02-2023,Mustard Leaves,17
08-02-2023,Mustard Leaves,17
09-02-2023,Mustard Leaves,15
10-02-2023,Mustard Leaves,15
11-02-2023,Mustard Leaves,15
12-02-2023,Mustard Leaves,18
13-02-2023,Mustard Leaves,18
14-02-2023,Mustard Leaves,18
15-02-2023,Mustard Leaves,18
16-02-2023,Mustard Leaves,17
17-02-2023,Mustard Leaves,17
18-02-2023,Mustard Leaves,17
19-02-2023,Mustard Leaves,14
20-02-2023,Mustard Leaves,14
21-02-2023,Mustard Leaves,14
22-02-2023,Mustard Leaves,14
23-02-2023,Mustard Leaves,16
24-02-2023,Mustard Leaves,16
25-02-2023,Mustard Leaves,13
26-02-2023,Mustard Leaves,13
27-02-2023,Mustard Leaves,13
28-02-2023,Mustard Leaves,17
01-03-2023,Mustard Leaves,17
02-03-2023,Mustard Leaves,17
03-03-2023,Mustard Leaves,17
04-03-2023,Mustard Leaves,12
05-03-2023,Mustard Leaves,12
06-03-2023,Mustard Leaves,12
07-03-2023,Mustard Leaves,12
08-03-2023,Mustard Leaves,12
09-03-2023,Mustard Leaves,12
10-03-2023,Mustard Leaves,18
11-03-2023,Mustard Leaves,18
12-03-2023,Mustard Leaves,18
13-03-2023,Mustard Leaves,18
14-03-2023,Mustard Leaves,15
15-03-2023,Mustard Leaves,15
16-03-2023,Mustard Leaves,15
17-03-2023,Mustard Leaves,18
18-03-2023,Mustard Leaves,18
19-03-2023,Mustard Leaves,15
20-03-2023,Mustard Leaves,15
21-03-2023,Mustard Leaves,15
22-03-2023,Mustard Leaves,15
23-03-2023,Mustard Leaves,15
24-03-2023,Mustard Leaves,12
25-03-2023,Mustard Leaves,12
26-03-2023,Mustard Leaves,18
27-03-2023,Mustard Leaves,18
28-03-2023,Mustard Leaves,18
29-03-2023,Mustard Leaves,16
30-03-2023,Mustard Leaves,16
31-03-2023,Mustard Leaves,16
01-02-2022,Ladies Finger,59
02-02-2022,Ladies Finger,57
03-02-2022,Ladies Finger,57
04-02-2022,Ladies Finger,57
05-02-2022,Ladies Finger,58
06-02-2022,Ladies Finger,58
07-02-2022,Ladies Finger,58
08-02-2022,Ladies Finger,60
09-02-2022,Ladies Finger,60
10-02-2022,Ladies Finger,60
11-02-2022,Ladies Finger,60
12-02-2022,Ladies Finger,58
13-02-2022,Ladies Finger,58
14-02-2022,Ladies Finger,55
15-02-2022,Ladies Finger,55
16-02-2022,Ladies Finger,55
17-02-2022,Ladies Finger,56
18-02-2022,Ladies Finger,56
19-02-2022,Ladies Finger,56
20-02-2022,Ladies Finger,60
21-02-2022,Ladies Finger,60
22-02-2022,Ladies Finger,60
23-02-2022,Ladies Finger,60
24-02-2022,Ladies Finger,60
25-02-2022,Ladies Finger,60
26-02-2022,Ladies Finger,57
27-02-2022,Ladies Finger,57
28-02-2022,Ladies Finger,55
01-03-2022,Ladies Finger,55
02-03-2022,Ladies Finger,55
03-03-2022,Ladies Finger,55
04-03-2022,Ladies Finger,27
05-03-2022,Ladies Finger,27
06-03-2022,Ladies Finger,27
07-03-2022,Ladies Finger,25
08-03-2022,Ladies Finger,25
09-03-2022,Ladies Finger,29
10-03-2022,Ladies Finger,29
11-03-2022,Ladies Finger,29
12-03-2022,Ladies Finger,29
13-03-2022,Ladies Finger,29
14-03-2022,Ladies Finger,25
15-03-2022,Ladies Finger,25
16-03-2022,Ladies Finger,25
17-03-2022,Ladies Finger,26
18-03-2022,Ladies Finger,26
19-03-2022,Ladies Finger,26
20-03-2022,Ladies Finger,30
21-03-2022,Ladies Finger,30
22-03-2022,Ladies Finger,30
23-03-2022,Ladies Finger,30
24-03-2022,Ladies Finger,30
25-03-2022,Ladies Finger,26
26-03-2022,Ladies Finger,26
27-03-2022,Ladies Finger,26
28-03-2022,Ladies Finger,18
29-03-2022,Ladies Finger,18
30-03-2022,Ladies Finger,18
31-03-2022,Ladies Finger,18
02-04-2022,Ladies Finger,19
03-04-2022,Ladies Finger,19
04-04-2022,Ladies Finger,20
05-04-2022,Ladies Finger,20
06-04-2022,Ladies Finger,20
07-04-2022,Ladies Finger,22
08-04-2022,Ladies Finger,22
09-04-2022,Ladies Finger,22
10-04-2022,Ladies Finger,20
11-04-2022,Ladies Finger,20
12-04-2022,Ladies Finger,20
13-04-2022,Ladies Finger,24
14-04-2022,Ladies Finger,24
15-04-2022,Ladies Finger,24
17-04-2022,Ladies Finger,24
18-04-2022,Ladies Finger,24
19-04-2022,Ladies Finger,24
20-04-2022,Ladies Finger,24
21-04-2022,Ladies Finger,24
22-04-2022,Ladies Finger,24
23-04-2022,Ladies Finger,24
24-04-2022,Ladies Finger,21
25-04-2022,Ladies Finger,21
26-04-2022,Ladies Finger,21
27-04-2022,Ladies Finger,19
28-04-2022,Ladies Finger,19
29-04-2022,Ladies Finger,19
30-04-2022,Ladies Finger,20
01-05-2022,Ladies Finger,20
02-05-2022,Ladies Finger,19
03-05-2022,Ladies Finger,19
04-05-2022,Ladies Finger,19
05-05-2022,Ladies Finger,20
06-05-2022,Ladies Finger,20
07-05-2022,Ladies Finger,20
08-05-2022,Ladies Finger,22
09-05-2022,Ladies Finger,22
10-05-2022,Ladies Finger,22
11-05-2022,Ladies Finger,21
12-05-2022,Ladies Finger,21
13-05-2022,Ladies Finger,21
14-05-2022,Ladies Finger,21
15-05-2022,Ladies Finger,21
16-05-2022,Ladies Finger,21
17-05-2022,Ladies Finger,21
18-05-2022,Ladies Finger,28
19-05-2022,Ladies Finger,28
20-05-2022,Ladies Finger,28
21-05-2022,Ladies Finger,38
22-05-2022,Ladies Finger,38
23-05-2022,Ladies Finger,38
24-05-2022,Ladies Finger,38
25-05-2022,Ladies Finger,41
26-05-2022,Ladies Finger,41
27-05-2022,Ladies Finger,41
28-05-2022,Ladies Finger,39
29-05-2022,Ladies Finger,39
30-05-2022,Ladies Finger,39
31-05-2022,Ladies Finger,39
01-06-2022,Ladies Finger,33
02-06-2022,Ladies Finger,33
03-06-2022,Ladies Finger,33
04-06-2022,Ladies Finger,33
05-06-2022,Ladies Finger,33
06-06-2022,Ladies Finger,33
07-06-2022,Ladies Finger,35
08-06-2022,Ladies Finger,35
09-06-2022,Ladies Finger,35
10-06-2022,Ladies Finger,35
11-06-2022,Ladies Finger,41
12-06-2022,Ladies Finger,41
13-06-2022,Ladies Finger,41
14-06-2022,Ladies Finger,37
15-06-2022,Ladies Finger,37
16-06-2022,Ladies Finger,37
17-06-2022,Ladies Finger,37
18-06-2022,Ladies Finger,38
19-06-2022,Ladies Finger,38
20-06-2022,Ladies Finger,33
21-06-2022,Ladies Finger,33
22-06-2022,Ladies Finger,33
23-06-2022,Ladies Finger,35
24-06-2022,Ladies Finger,35
25-06-2022,Ladies Finger,35
26-06-2022,Ladies Finger,35
27-06-2022,Ladies Finger,36
28-06-2022,Ladies Finger,36
29-06-2022,Ladies Finger,36
30-06-2022,Ladies Finger,36
01-07-2022,Ladies Finger,32
02-07-2022,Ladies Finger,32
03-07-2022,Ladies Finger,32
04-07-2022,Ladies Finger,36
05-07-2022,Ladies Finger,36
06-07-2022,Ladies Finger,36
07-07-2022,Ladies Finger,36
08-07-2022,Ladies Finger,36
09-07-2022,Ladies Finger,35
10-07-2022,Ladies Finger,35
11-07-2022,Ladies Finger,35
12-07-2022,Ladies Finger,34
13-07-2022,Ladies Finger,34
14-07-2022,Ladies Finger,30
15-07-2022,Ladies Finger,30
16-07-2022,Ladies Finger,30
17-07-2022,Ladies Finger,35
18-07-2022,Ladies Finger,35
19-07-2022,Ladies Finger,35
20-07-2022,Ladies Finger,35
21-07-2022,Ladies Finger,37
22-07-2022,Ladies Finger,37
23-07-2022,Ladies Finger,37
24-07-2022,Ladies Finger,33
25-07-2022,Ladies Finger,33
26-07-2022,Ladies Finger,33
27-07-2022,Ladies Finger,33
28-07-2022,Ladies Finger,33
29-07-2022,Ladies Finger,33
30-07-2022,Ladies Finger,33
01-08-2022,Ladies Finger,37
02-08-2022,Ladies Finger,37
03-08-2022,Ladies Finger,37
04-08-2022,Ladies Finger,35
05-08-2022,Ladies Finger,35
06-08-2022,Ladies Finger,35
07-08-2022,Ladies Finger,35
08-08-2022,Ladies Finger,34
09-08-2022,Ladies Finger,34
10-08-2022,Ladies Finger,34
11-08-2022,Ladies Finger,34
12-08-2022,Ladies Finger,34
13-08-2022,Ladies Finger,35
14-08-2022,Ladies Finger,35
15-08-2022,Ladies Finger,35
16-08-2022,Ladies Finger,35
17-08-2022,Ladies Finger,35
18-08-2022,Ladies Finger,34
19-08-2022,Ladies Finger,34
20-08-2022,Ladies Finger,34
21-08-2022,Ladies Finger,34
22-08-2022,Ladies Finger,34
23-08-2022,Ladies Finger,34
24-08-2022,Ladies Finger,21
25-08-2022,Ladies Finger,21
26-08-2022,Ladies Finger,25
27-08-2022,Ladies Finger,25
28-08-2022,Ladies Finger,25
29-08-2022,Ladies Finger,25
30-08-2022,Ladies Finger,20
31-08-2022,Ladies Finger,20
01-09-2022,Ladies Finger,20
02-09-2022,Ladies Finger,20
03-09-2022,Ladies Finger,20
04-09-2022,Ladies Finger,20
05-09-2022,Ladies Finger,23
06-09-2022,Ladies Finger,20
07-09-2022,Ladies Finger,20
08-09-2022,Ladies Finger,20
09-09-2022,Ladies Finger,20
10-09-2022,Ladies Finger,22
11-09-2022,Ladies Finger,21
12-09-2022,Ladies Finger,21
13-09-2022,Ladies Finger,21
14-09-2022,Ladies Finger,21
15-09-2022,Ladies Finger,21
16-09-2022,Ladies Finger,23
17-09-2022,Ladies Finger,23
18-09-2022,Ladies Finger,23
19-09-2022,Ladies Finger,20
20-09-2022,Ladies Finger,20
21-09-2022,Ladies Finger,20
22-09-2022,Ladies Finger,23
23-09-2022,Ladies Finger,23
24-09-2022,Ladies Finger,23
25-09-2022,Ladies Finger,23
26-09-2022,Ladies Finger,23
27-09-2022,Ladies Finger,23
28-09-2022,Ladies Finger,23
29-09-2022,Ladies Finger,23
30-09-2022,Ladies Finger,22
01-10-2022,Ladies Finger,22
02-10-2022,Ladies Finger,22
03-10-2022,Ladies Finger,20
04-10-2022,Ladies Finger,20
05-10-2022,Ladies Finger,20
06-10-2022,Ladies Finger,22
07-10-2022,Ladies Finger,22
08-10-2022,Ladies Finger,22
09-10-2022,Ladies Finger,22
10-10-2022,Ladies Finger,22
11-10-2022,Ladies Finger,22
12-10-2022,Ladies Finger,21
13-10-2022,Ladies Finger,21
14-10-2022,Ladies Finger,21
15-10-2022,Ladies Finger,22
16-10-2022,Ladies Finger,22
17-10-2022,Ladies Finger,22
18-10-2022,Ladies Finger,24
19-10-2022,Ladies Finger,24
20-10-2022,Ladies Finger,24
21-10-2022,Ladies Finger,24
22-10-2022,Ladies Finger,24
23-10-2022,Ladies Finger,24
24-10-2022,Ladies Finger,20
25-10-2022,Ladies Finger,20
26-10-2022,Ladies Finger,20
27-10-2022,Ladies Finger,22
28-10-2022,Ladies Finger,22
29-10-2022,Ladies Finger,21
30-10-2022,Ladies Finger,21
31-10-2022,Ladies Finger,21
01-11-2022,Ladies Finger,21
02-11-2022,Ladies Finger,21
03-11-2022,Ladies Finger,24
04-11-2022,Ladies Finger,24
05-11-2022,Ladies Finger,24
06-11-2022,Ladies Finger,21
07-11-2022,Ladies Finger,21
08-11-2022,Ladies Finger,21
09-11-2022,Ladies Finger,22
10-11-2022,Ladies Finger,22
11-11-2022,Ladies Finger,22
12-11-2022,Ladies Finger,21
13-11-2022,Ladies Finger,21
14-11-2022,Ladies Finger,21
15-11-2022,Ladies Finger,21
16-11-2022,Ladies Finger,21
17-11-2022,Ladies Finger,21
18-11-2022,Ladies Finger,26
19-11-2022,Ladies Finger,26
20-11-2022,Ladies Finger,26
21-11-2022,Ladies Finger,27
22-11-2022,Ladies Finger,27
23-11-2022,Ladies Finger,27
24-11-2022,Ladies Finger,31
25-11-2022,Ladies Finger,31
26-11-2022,Ladies Finger,26
27-11-2022,Ladies Finger,26
28-11-2022,Ladies Finger,32
29-11-2022,Ladies Finger,32
30-11-2022,Ladies Finger,30
01-12-2022,Ladies Finger,30
02-12-2022,Ladies Finger,30
03-12-2022,Ladies Finger,26
04-12-2022,Ladies Finger,26
05-12-2022,Ladies Finger,26
06-12-2022,Ladies Finger,26
07-12-2022,Ladies Finger,30
08-12-2022,Ladies Finger,30
09-12-2022,Ladies Finger,30
10-12-2022,Ladies Finger,29
11-12-2022,Ladies Finger,29
12-12-2022,Ladies Finger,29
13-12-2022,Ladies Finger,29
14-12-2022,Ladies Finger,28
15-12-2022,Ladies Finger,28
16-12-2022,Ladies Finger,28
17-12-2022,Ladies Finger,28
18-12-2022,Ladies Finger,34
19-12-2022,Ladies Finger,34
20-12-2022,Ladies Finger,34
21-12-2022,Ladies Finger,34
22-12-2022,Ladies Finger,31
23-12-2022,Ladies Finger,31
24-12-2022,Ladies Finger,29
25-12-2022,Ladies Finger,29
26-12-2022,Ladies Finger,29
27-12-2022,Ladies Finger,30
28-12-2022,Ladies Finger,30
29-12-2022,Ladies Finger,28
30-12-2022,Ladies Finger,28
31-12-2022,Ladies Finger,28
01-01-2023,Ladies Finger,28
02-01-2023,Ladies Finger,30
03-01-2023,Ladies Finger,30
04-01-2023,Ladies Finger,32
05-01-2023,Ladies Finger,32
06-01-2023,Ladies Finger,32
07-01-2023,Ladies Finger,32
08-01-2023,Ladies Finger,31
09-01-2023,Ladies Finger,31
10-01-2023,Ladies Finger,31
