Date,Vegetable,Delhi Price
07-01-2023,Raw Banana Plantain,7
08-01-2023,Raw Banana Plantain,8
09-01-2023,Raw Banana Plantain,8
10-01-2023,Raw Banana Plantain,8
11-01-2023,Raw Banana Plantain,7
12-01-2023,Raw Banana Plantain,7
13-01-2023,Raw Banana Plantain,7
14-01-2023,Raw Banana Plantain,9
15-01-2023,Raw Banana Plantain,9
16-01-2023,Raw Banana Plantain,9
17-01-2023,Raw Banana Plantain,9
18-01-2023,Raw Banana Plantain,7
19-01-2023,Raw Banana Plantain,7
20-01-2023,Raw Banana Plantain,9
21-01-2023,Raw Banana Plantain,7
22-01-2023,Raw Banana Plantain,7
23-01-2023,Raw Banana Plantain,7
24-01-2023,Raw Banana Plantain,7
25-01-2023,Raw Banana Plantain,8
26-01-2023,Raw Banana Plantain,8
27-01-2023,Raw Banana Plantain,8
28-01-2023,Raw Banana Plantain,9
29-01-2023,Raw Banana Plantain,9
30-01-2023,Raw Banana Plantain,9
31-01-2023,Raw Banana Plantain,12
01-02-2023,Raw Banana Plantain,12
02-02-2023,Raw Banana Plantain,12
03-02-2023,Raw Banana Plantain,9
04-02-2023,Raw Banana Plantain,9
05-02-2023,Raw Banana Plantain,9
06-02-2023,Raw Banana Plantain,12
07-02-2023,Raw Banana Plantain,12
08-02-2023,Raw Banana Plantain,12
09-02-2023,Raw Banana Plantain,8
10-02-2023,Raw Banana Plantain,8
11-02-2023,Raw Banana Plantain,8
12-02-2023,Raw Banana Plantain,10
13-02-2023,Raw Banana Plantain,10
14-02-2023,Raw Banana Plantain,10
15-02-2023,Raw Banana Plantain,10
16-02-2023,Raw Banana Plantain,9
17-02-2023,Raw Banana Plantain,9
18-02-2023,Raw Banana Plantain,9
19-02-2023,Raw Banana Plantain,8
20-02-2023,Raw Banana Plantain,8
21-02-2023,Raw Banana Plantain,8
22-02-2023,Raw Banana Plantain,8
23-02-2023,Raw Banana Plantain,11
24-02-2023,Raw Banana Plantain,11
25-02-2023,Raw Banana Plantain,12
26-02-2023,Raw Banana Plantain,12
27-02-2023,Raw Banana Plantain,12
28-02-2023,Raw Banana Plantain,8
01-03-2023,Raw Banana Plantain,8
02-03-2023,Raw Banana Plantain,8
03-03-2023,Raw Banana Plantain,8
04-03-2023,Raw Banana Plantain,10
05-03-2023,Raw Banana Plantain,10
06-03-2023,Raw Banana Plantain,10
07-03-2023,Raw Banana Plantain,10
08-03-2023,Raw Banana Plantain,10
09-03-2023,Raw Banana Plantain,10
10-03-2023,Raw Banana Plantain,12
11-03-2023,Raw Banana Plantain,12
12-03-2023,Raw Banana Plantain,12
13-03-2023,Raw Banana Plantain,12
14-03-2023,Raw Banana Plantain,12
15-03-2023,Raw Banana Plantain,12
16-03-2023,Raw Banana Plantain,12
17-03-2023,Raw Banana Plantain,9
18-03-2023,Raw Banana Plantain,9
19-03-2023,Raw Banana Plantain,7
20-03-2023,Raw Banana Plantain,7
21-03-2023,Raw Banana Plantain,7
22-03-2023,Raw Banana Plantain,7
23-03-2023,Raw Banana Plantain,7
24-03-2023,Raw Banana Plantain,7
25-03-2023,Raw Banana Plantain,7
26-03-2023,Raw Banana Plantain,7
27-03-2023,Raw Banana Plantain,7
28-03-2023,Raw Banana Plantain,7
29-03-2023,Raw Banana Plantain,10
30-03-2023,Raw Banana Plantain,10
31-03-2023,Raw Banana Plantain,10
01-02-2022,Amaranth Leaves,15
02-02-2022,Amaranth Leaves,17
03-02-2022,Amaranth Leaves,17
04-02-2022,Amaranth Leaves,17
05-02-2022,Amaranth Leaves,12
06-02-2022,Amaranth Leaves,12
07-02-2022,Amaranth Leaves,12
08-02-2022,Amaranth Leaves,14
09-02-2022,Amaranth Leaves,14
10-02-2022,Amaranth Leaves,14
11-02-2022,Amaranth Leaves,14
12-02-2022,Amaranth Leaves,12
13-02-2022,Amaranth Leaves,12
14-02-2022,Amaranth Leaves,12
15-02-2022,Amaranth Leaves,12
16-02-2022,Amaranth Leaves,12
17-02-2022,Amaranth Leaves,14
18-02-2022,Amaranth Leaves,14
19-02-2022,Amaranth Leaves,14
20-02-2022,Amaranth Leaves,12
21-02-2022,Amaranth Leaves,12
22-02-2022,Amaranth Leaves,12
23-02-2022,Amaranth Leaves,12
24-02-2022,Amaranth Leaves,12
25-02-2022,Amaranth Leaves,12
26-02-2022,Amaranth Leaves,13
27-02-2022,Amaranth Leaves,13
28-02-2022,Amaranth Leaves,16
01-03-2022,Amaranth Leaves,16
02-03-2022,Amaranth Leaves,16
03-03-2022,Amaranth Leaves,16
04-03-2022,Amaranth Leaves,16
05-03-2022,Amaranth Leaves,16
06-03-2022,Amaranth Leaves,16
07-03-2022,Amaranth Leaves,12
08-03-2022,Amaranth Leaves,12
09-03-2022,Amaranth Leaves,13
10-03-2022,Amaranth Leaves,13
11-03-2022,Amaranth Leaves,13
12-03-2022,Amaranth Leaves,13
13-03-2022,Amaranth Leaves,13
14-03-2022,Amaranth Leaves,16
15-03-2022,Amaranth Leaves,16
16-03-2022,Amaranth Leaves,16
17-03-2022,Amaranth Leaves,17
18-03-2022,Amaranth Leaves,17
19-03-2022,Amaranth Leaves,17
20-03-2022,Amaranth Leaves,12
21-03-2022,Amaranth Leaves,12
22-03-2022,Amaranth Leaves,17
23-03-2022,Amaranth Leaves,17
24-03-2022,Amaranth Leaves,17
25-03-2022,Amaranth Leaves,18
26-03-2022,Amaranth Leaves,18
27-03-2022,Amaranth Leaves,18
28-03-2022,Amaranth Leaves,15
29-03-2022,Amaranth Leaves,15
30-03-2022,Amaranth Leaves,15
31-03-2022,Amaranth Leaves,15
02-04-2022,Amaranth Leaves,12
03-04-2022,Amaranth Leaves,12
04-04-2022,Amaranth Leaves,13
05-04-2022,Amaranth Leaves,13
06-04-2022,Amaranth Leaves,13
07-04-2022,Amaranth Leaves,12
08-04-2022,Amaranth Leaves,12
09-04-2022,Amaranth Leaves,12
10-04-2022,Amaranth Leaves,15
11-04-2022,Amaranth Leaves,15
12-04-2022,Amaranth Leaves,15
13-04-2022,Amaranth Leaves,13
14-04-2022,Amaranth Leaves,13
15-04-2022,Amaranth Leaves,13
17-04-2022,Amaranth Leaves,16
18-04-2022,Amaranth Leaves,16
19-04-2022,Amaranth Leaves,16
20-04-2022,Amaranth Leaves,16
21-04-2022,Amaranth Leaves,16
22-04-2022,Amaranth Leaves,16
23-04-2022,Amaranth Leaves,16
24-04-2022,Amaranth Leaves,17
25-04-2022,Amaranth Leaves,17
26-04-2022,Amaranth Leaves,17
27-04-2022,Amaranth Leaves,17
28-04-2022,Amaranth Leaves,17
29-04-2022,Amaranth Leaves,17
30-04-2022,Amaranth Leaves,14
01-05-2022,Amaranth Leaves,14
02-05-2022,Amaranth Leaves,12
03-05-2022,Amaranth Leaves,12
04-05-2022,Amaranth Leaves,12
05-05-2022,Amaranth Leaves,15
06-05-2022,Amaranth Leaves,15
07-05-2022,Amaranth Leaves,15
08-05-2022,Amaranth Leaves,12
09-05-2022,Amaranth Leaves,12
10-05-2022,Amaranth Leaves,12
11-05-2022,Amaranth Leaves,15
12-05-2022,Amaranth Leaves,15
13-05-2022,Amaranth Leaves,15
14-05-2022,Amaranth Leaves,15
15-05-2022,Amaranth Leaves,13
16-05-2022,Amaranth Leaves,13
17-05-2022,Amaranth Leaves,13
18-05-2022,Amaranth Leaves,18
19-05-2022,Amaranth Leaves,18
20-05-2022,Amaranth Leaves,18
21-05-2022,Amaranth Leaves,16
22-05-2022,Amaranth Leaves,16
23-05-2022,Amaranth Leaves,16
24-05-2022,Amaranth Leaves,16
25-05-2022,Amaranth Leaves,17
26-05-2022,Amaranth Leaves,17
27-05-2022,Amaranth Leaves,17
28-05-2022,Amaranth Leaves,13
29-05-2022,Amaranth Leaves,13
30-05-2022,Amaranth Leaves,13
31-05-2022,Amaranth Leaves,13
01-06-2022,Amaranth Leaves,15
02-06-2022,Amaranth Leaves,15
03-06-2022,Amaranth Leaves,15
04-06-2022,Amaranth Leaves,12
05-06-2022,Amaranth Leaves,12
06-06-2022,Amaranth Leaves,12
07-06-2022,Amaranth Leaves,10
08-06-2022,Amaranth Leaves,10
09-06-2022,Amaranth Leaves,10
10-06-2022,Amaranth Leaves,10
11-06-2022,Amaranth Leaves,14
12-06-2022,Amaranth Leaves,14
13-06-2022,Amaranth Leaves,14
14-06-2022,Amaranth Leaves,12
15-06-2022,Amaranth Leaves,12
16-06-2022,Amaranth Leaves,12
17-06-2022,Amaranth Leaves,12
18-06-2022,Amaranth Leaves,11
19-06-2022,Amaranth Leaves,11
20-06-2022,Amaranth Leaves,9
21-06-2022,Amaranth Leaves,9
22-06-2022,Amaranth Leaves,9
23-06-2022,Amaranth Leaves,10
24-06-2022,Amaranth Leaves,10
25-06-2022,Amaranth Leaves,10
26-06-2022,Amaranth Leaves,10
27-06-2022,Amaranth Leaves,8
28-06-2022,Amaranth Leaves,8
29-06-2022,Amaranth Leaves,8
30-06-2022,Amaranth Leaves,8
01-07-2022,Amaranth Leaves,8
02-07-2022,Amaranth Leaves,8
03-07-2022,Amaranth Leaves,8
04-07-2022,Amaranth Leaves,10
05-07-2022,Amaranth Leaves,10
06-07-2022,Amaranth Leaves,10
07-07-2022,Amaranth Leaves,10
08-07-2022,Amaranth Leaves,10
09-07-2022,Amaranth Leaves,9
10-07-2022,Amaranth Leaves,9
11-07-2022,Amaranth Leaves,9
12-07-2022,Amaranth Leaves,10
13-07-2022,Amaranth Leaves,10
14-07-2022,Amaranth Leaves,9
15-07-2022,Amaranth Leaves,9
16-07-2022,Amaranth Leaves,9
17-07-2022,Amaranth Leaves,8
18-07-2022,Amaranth Leaves,8
19-07-2022,Amaranth Leaves,8
20-07-2022,Amaranth Leaves,8
21-07-2022,Amaranth Leaves,9
22-07-2022,Amaranth Leaves,9
23-07-2022,Amaranth Leaves,9
24-07-2022,Amaranth Leaves,10
25-07-2022,Amaranth Leaves,10
26-07-2022,Amaranth Leaves,10
27-07-2022,Amaranth Leaves,10
28-07-2022,Amaranth Leaves,10
29-07-2022,Amaranth Leaves,10
30-07-2022,Amaranth Leaves,10
01-08-2022,Amaranth Leaves,10
02-08-2022,Amaranth Leaves,10
03-08-2022,Amaranth Leaves,10
04-08-2022,Amaranth Leaves,10
05-08-2022,Amaranth Leaves,10
06-08-2022,Amaranth Leaves,10
07-08-2022,Amaranth Leaves,10
08-08-2022,Amaranth Leaves,10
09-08-2022,Amaranth Leaves,10
10-08-2022,Amaranth Leaves,10
11-08-2022,Amaranth Leaves,10
12-08-2022,Amaranth Leaves,10
13-08-2022,Amaranth Leaves,8
14-08-2022,Amaranth Leaves,8
15-08-2022,Amaranth Leaves,8
16-08-2022,Amaranth Leaves,8
17-08-2022,Amaranth Leaves,8
18-08-2022,Amaranth Leaves,8
19-08-2022,Amaranth Leaves,8
20-08-2022,Amaranth Leaves,8
21-08-2022,Amaranth Leaves,10
22-08-2022,Amaranth Leaves,10
23-08-2022,Amaranth Leaves,10
24-08-2022,Amaranth Leaves,9
25-08-2022,Amaranth Leaves,9
26-08-2022,Amaranth Leaves,8
27-08-2022,Amaranth Leaves,8
28-08-2022,Amaranth Leaves,8
29-08-2022,Amaranth Leaves,8
30-08-2022,Amaranth Leaves,10
31-08-2022,Amaranth Leaves,10
01-09-2022,Amaranth Leaves,10
02-09-2022,Amaranth Leaves,10
03-09-2022,Amaranth Leaves,10
04-09-2022,Amaranth Leaves,10
05-09-2022,Amaranth Leaves,10
06-09-2022,Amaranth Leaves,8
07-09-2022,Amaranth Leaves,8
08-09-2022,Amaranth Leaves,8
09-09-2022,Amaranth Leaves,8
10-09-2022,Amaranth Leaves,8
11-09-2022,Amaranth Leaves,9
12-09-2022,Amaranth Leaves,9
13-09-2022,Amaranth Leaves,9
14-09-2022,Amaranth Leaves,9
15-09-2022,Amaranth Leaves,9
16-09-2022,Amaranth Leaves,10
17-09-2022,Amaranth Leaves,10
18-09-2022,Amaranth Leaves,10
19-09-2022,Amaranth Leaves,9
20-09-2022,Amaranth Leaves,9
21-09-2022,Amaranth Leaves,9
22-09-2022,Amaranth Leaves,10
23-09-2022,Amaranth Leaves,10
24-09-2022,Amaranth Leaves,10
25-09-2022,Amaranth Leaves,9
26-09-2022,Amaranth Leaves,9
27-09-2022,Amaranth Leaves,9
28-09-2022,Amaranth Leaves,10
29-09-2022,Amaranth Leaves,10
30-09-2022,Amaranth Leaves,8
01-10-2022,Amaranth Leaves,8
02-10-2022,Amaranth Leaves,8
03-10-2022,Amaranth Leaves,10
04-10-2022,Amaranth Leaves,10
05-10-2022,Amaranth Leaves,10
06-10-2022,Amaranth Leaves,9
07-10-2022,Amaranth Leaves,9
08-10-2022,Amaranth Leaves,9
09-10-2022,Amaranth Leaves,9
10-10-2022,Amaranth Leaves,9
11-10-2022,Amaranth Leaves,9
12-10-2022,Amaranth Leaves,8
13-10-2022,Amaranth Leaves,8
14-10-2022,Amaranth Leaves,8
15-10-2022,Amaranth Leaves,9
16-10-2022,Amaranth Leaves,9
17-10-2022,Amaranth Leaves,9
18-10-2022,Amaranth Leaves,9
19-10-2022,Amaranth Leaves,9
20-10-2022,Amaranth Leaves,9
21-10-2022,Amaranth Leaves,9
22-10-2022,Amaranth Leaves,9
23-10-2022,Amaranth Leaves,9
24-10-2022,Amaranth Leaves,9
25-10-2022,Amaranth Leaves,9
26-10-2022,Amaranth Leaves,9
27-10-2022,Amaranth Leaves,9
28-10-2022,Amaranth Leaves,9
29-10-2022,Amaranth Leaves,10
30-10-2022,Amaranth Leaves,10
31-10-2022,Amaranth Leaves,10
01-11-2022,Amaranth Leaves,10
02-11-2022,Amaranth Leaves,10
03-11-2022,Amaranth Leaves,8
04-11-2022,Amaranth Leaves,8
05-11-2022,Amaranth Leaves,8
06-11-2022,Amaranth Leaves,9
07-11-2022,Amaranth Leaves,9
08-11-2022,Amaranth Leaves,9
09-11-2022,Amaranth Leaves,10
10-11-2022,Amaranth Leaves,10
11-11-2022,Amaranth Leaves,10
12-11-2022,Amaranth Leaves,10
13-11-2022,Amaranth Leaves,10
14-11-2022,Amaranth Leaves,10
15-11-2022,Amaranth Leaves,10
16-11-2022,Amaranth Leaves,10
17-11-2022,Amaranth Leaves,10
18-11-2022,Amaranth Leaves,9
19-11-2022,Amaranth Leaves,9
20-11-2022,Amaranth Leaves,9
21-11-2022,Amaranth Leaves,9
22-11-2022,Amaranth Leaves,9
23-11-2022,Amaranth Leaves,9
24-11-2022,Amaranth Leaves,9
25-11-2022,Amaranth Leaves,9
26-11-2022,Amaranth Leaves,9
27-11-2022,Amaranth Leaves,9
28-11-2022,Amaranth Leaves,9
29-11-2022,Amaranth Leaves,9
30-11-2022,Amaranth Leaves,10
01-12-2022,Amaranth Leaves,10
02-12-2022,Amaranth Leaves,10
03-12-2022,Amaranth Leaves,8
04-12-2022,Amaranth Leaves,8
05-12-2022,Amaranth Leaves,8
06-12-2022,Amaranth Leaves,8
07-12-2022,Amaranth Leaves,10
08-12-2022,Amaranth Leaves,10
09-12-2022,Amaranth Leaves,10
10-12-2022,Amaranth Leaves,8
11-12-2022,Amaranth Leaves,8
12-12-2022,Amaranth Leaves,8
13-12-2022,Amaranth Leaves,8
14-12-2022,Amaranth Leaves,9
15-12-2022,Amaranth Leaves,9
16-12-2022,Amaranth Leaves,9
17-12-2022,Amaranth Leaves,9
18-12-2022,Amaranth Leaves,10
19-12-2022,Amaranth Leaves,10
20-12-2022,Amaranth Leaves,10
21-12-2022,Amaranth Leaves,10
22-12-2022,Amaranth Leaves,13
23-12-2022,Amaranth Leaves,13
24-12-2022,Amaranth Leaves,12
25-12-2022,Amaranth Leaves,12
26-12-2022,Amaranth Leaves,12
27-12-2022,Amaranth Leaves,13
28-12-2022,Amaranth Leaves,13
29-12-2022,Amaranth Leaves,10
30-12-2022,Amaranth Leaves,10
31-12-2022,Amaranth Leaves,10
01-01-2023,Amaranth Leaves,10
02-01-2023,Amaranth Leaves,13
03-01-2023,Amaranth Leaves,13
04-01-2023,Amaranth Leaves,11
05-01-2023,Amaranth Leaves,11
06-01-2023,Amaranth Leaves,11
07-01-2023,Amaranth Leaves,11
08-01-2023,Amaranth Leaves,12
09-01-2023,Amaranth Leaves,12
10-01-2023,Amaranth Leaves,12
11-01-2023,Amaranth Leaves,10
12-01-2023,Amaranth Leaves,10
13-01-2023,Amaranth Leaves,10
14-01-2023,Amaranth Leaves,13
15-01-2023,Amaranth Leaves,13
16-01-2023,Amaranth Leaves,13
17-01-2023,Amaranth Leaves,13
18-01-2023,Amaranth Leaves,12
19-01-2023,Amaranth Leaves,12
20-01-2023,Amaranth Leaves,12
21-01-2023,Amaranth Leaves,12
22-01-2023,Amaranth Leaves,12
23-01-2023,Amaranth Leaves,12
24-01-2023,Amaranth Leaves,12
25-01-2023,Amaranth Leaves,11
26-01-2023,Amaranth Leaves,11
27-01-2023,Amaranth Leaves,11
28-01-2023,Amaranth Leaves,10
29-01-2023,Amaranth Leaves,10
30-01-2023,Amaranth Leaves,10
31-01-2023,Amaranth Leaves,12
01-02-2023,Amaranth Leaves,12
02-02-2023,Amaranth Leaves,12
03-02-2023,Amaranth Leaves,14
04-02-2023,Amaranth Leaves,14
05-02-2023,Amaranth Leaves,14
06-02-2023,Amaranth Leaves,13
07-02-2023,Amaranth Leaves,13
08-02-2023,Amaranth Leaves,13
09-02-2023,Amaranth Leaves,14
10-02-2023,Amaranth Leaves,14
11-02-2023,Amaranth Leaves,14
12-02-2023,Amaranth Leaves,12
13-02-2023,Amaranth Leaves,12
14-02-2023,Amaranth Leaves,12
15-02-2023,Amaranth Leaves,12
16-02-2023,Amaranth Leaves,12
17-02-2023,Amaranth Leaves,12
18-02-2023,Amaranth Leaves,12
19-02-2023,Amaranth Leaves,14
20-02-2023,Amaranth Leaves,14
21-02-2023,Amaranth Leaves,14
22-02-2023,Amaranth Leaves,14
23-02-2023,Amaranth Leaves,14
24-02-2023,Amaranth Leaves,14
25-02-2023,Amaranth Leaves,12
26-02-2023,Amaranth Leaves,12
27-02-2023,Amaranth Leaves,12
28-02-2023,Amaranth Leaves,13
01-03-2023,Amaranth Leaves,13
02-03-2023,Amaranth Leaves,13
03-03-2023,Amaranth Leaves,13
04-03-2023,Amaranth Leaves,15
05-03-2023,Amaranth Leaves,15
06-03-2023,Amaranth Leaves,15
07-03-2023,Amaranth Leaves,15
08-03-2023,Amaranth Leaves,15
09-03-2023,Amaranth Leaves,15
10-03-2023,Amaranth Leaves,13
11-03-2023,Amaranth Leaves,13
12-03-2023,Amaranth Leaves,13
13-03-2023,Amaranth Leaves,13
14-03-2023,Amaranth Leaves,14
15-03-2023,Amaranth Leaves,14
16-03-2023,Amaranth Leaves,14
17-03-2023,Amaranth Leaves,13
18-03-2023,Amaranth Leaves,13
19-03-2023,Amaranth Leaves,15
20-03-2023,Amaranth Leaves,15
21-03-2023,Amaranth Leaves,15
22-03-2023,Amaranth Leaves,15
23-03-2023,Amaranth Leaves,15
24-03-2023,Amaranth Leaves,10
25-03-2023,Amaranth Leaves,10
26-03-2023,Amaranth Leaves,12
27-03-2023,Amaranth Leaves,12
28-03-2023,Amaranth Leaves,12
29-03-2023,Amaranth Leaves,15
30-03-2023,Amaranth Leaves,15
31-03-2023,Amaranth Leaves,15
01-02-2022,Amla,60
02-02-2022,Amla,60
03-02-2022,Amla,60
04-02-2022,Amla,60
05-02-2022,Amla,60
06-02-2022,Amla,60
07-02-2022,Amla,60
08-02-2022,Amla,50
09-02-2022,Amla,50
10-02-2022,Amla,50
11-02-2022,Amla,50
12-02-2022,Amla,60
13-02-2022,Amla,60
14-02-2022,Amla,60
15-02-2022,Amla,60
16-02-2022,Amla,60
17-02-2022,Amla,50
18-02-2022,Amla,50
19-02-2022,Amla,50
20-02-2022,Amla,60
21-02-2022,Amla,60
22-02-2022,Amla,60
23-02-2022,Amla,60
24-02-2022,Amla,60
25-02-2022,Amla,60
26-02-2022,Amla,50
27-02-2022,Amla,50
28-02-2022,Amla,60
01-03-2022,Amla,60
02-03-2022,Amla,60
03-03-2022,Amla,60
04-03-2022,Amla,60
05-03-2022,Amla,60
06-03-2022,Amla,60
07-03-2022,Amla,50
08-03-2022,Amla,50
09-03-2022,Amla,60
10-03-2022,Amla,60
11-03-2022,Amla,60
12-03-2022,Amla,60
13-03-2022,Amla,60
14-03-2022,Amla,60
15-03-2022,Amla,60
16-03-2022,Amla,60
17-03-2022,Amla,60
18-03-2022,Amla,60
19-03-2022,Amla,60
20-03-2022,Amla,60
21-03-2022,Amla,60
22-03-2022,Amla,50
23-03-2022,Amla,50
24-03-2022,Amla,50
25-03-2022,Amla,60
26-03-2022,Amla,60
27-03-2022,Amla,60
28-03-2022,Amla,50
29-03-2022,Amla,50
30-03-2022,Amla,50
31-03-2022,Amla,50
02-04-2022,Amla,50
03-04-2022,Amla,50
04-04-2022,Amla,50
05-04-2022,Amla,50
06-04-2022,Amla,50
07-04-2022,Amla,50
08-04-2022,Amla,50
09-04-2022,Amla,50
10-04-2022,Amla,60
11-04-2022,Amla,60
12-04-2022,Amla,60
13-04-2022,Amla,60
14-04-2022,Amla,60
15-04-2022,Amla,60
17-04-2022,Amla,60
18-04-2022,Amla,60
19-04-2022,Amla,60
20-04-2022,Amla,60
21-04-2022,Amla,60
22-04-2022,Amla,60
23-04-2022,Amla,60
24-04-2022,Amla,50
25-04-2022,Amla,50
26-04-2022,Amla,50
27-04-2022,Amla,50
28-04-2022,Amla,50
29-04-2022,Amla,50
30-04-2022,Amla,50
01-05-2022,Amla,50
02-05-2022,Amla,70
03-05-2022,Amla,70
04-05-2022,Amla,70
05-05-2022,Amla,50
06-05-2022,Amla,50
07-05-2022,Amla,50
08-05-2022,Amla,70
09-05-2022,Amla,70
10-05-2022,Amla,70
11-05-2022,Amla,60
12-05-2022,Amla,60
13-05-2022,Amla,60
14-05-2022,Amla,60
15-05-2022,Amla,70
16-05-2022,Amla,70
17-05-2022,Amla,70
18-05-2022,Amla,60
19-05-2022,Amla,60
20-05-2022,Amla,60
21-05-2022,Amla,70
22-05-2022,Amla,70
23-05-2022,Amla,70
24-05-2022,Amla,70
25-05-2022,Amla,70
26-05-2022,Amla,70
27-05-2022,Amla,70
28-05-2022,Amla,50
29-05-2022,Amla,50
30-05-2022,Amla,50
31-05-2022,Amla,50
01-06-2022,Amla,50
02-06-2022,Amla,50
03-06-2022,Amla,50
04-06-2022,Amla,60
05-06-2022,Amla,60
06-06-2022,Amla,60
07-06-2022,Amla,60
08-06-2022,Amla,60
09-06-2022,Amla,60
10-06-2022,Amla,60
11-06-2022,Amla,50
12-06-2022,Amla,50
13-06-2022,Amla,50
14-06-2022,Amla,50
15-06-2022,Amla,50
16-06-2022,Amla,50
17-06-2022,Amla,50
18-06-2022,Amla,50
19-06-2022,Amla,50
20-06-2022,Amla,50
21-06-2022,Amla,50
22-06-2022,Amla,50
23-06-2022,Amla,50
24-06-2022,Amla,50
25-06-2022,Amla,50
26-06-2022,Amla,50
27-06-2022,Amla,50
28-06-2022,Amla,50
29-06-2022,Amla,50
30-06-2022,Amla,50
01-07-2022,Amla,50
02-07-2022,Amla,50
03-07-2022,Amla,50
04-07-2022,Amla,50
05-07-2022,Amla,50
06-07-2022,Amla,50
07-07-2022,Amla,50
08-07-2022,Amla,50
09-07-2022,Amla,50
10-07-2022,Amla,50
11-07-2022,Amla,50
12-07-2022,Amla,50
13-07-2022,Amla,50
14-07-2022,Amla,60
15-07-2022,Amla,60
16-07-2022,Amla,60
17-07-2022,Amla,50
18-07-2022,Amla,50
19-07-2022,Amla,50
20-07-2022,Amla,50
21-07-2022,Amla,50
22-07-2022,Amla,50
23-07-2022,Amla,50
24-07-2022,Amla,60
25-07-2022,Amla,60
26-07-2022,Amla,60
27-07-2022,Amla,60
28-07-2022,Amla,60
29-07-2022,Amla,60
30-07-2022,Amla,60
01-08-2022,Amla,50
02-08-2022,Amla,50
03-08-2022,Amla,50
04-08-2022,Amla,50
05-08-2022,Amla,50
06-08-2022,Amla,50
07-08-2022,Amla,50
08-08-2022,Amla,60
09-08-2022,Amla,60
10-08-2022,Amla,60
11-08-2022,Amla,60
12-08-2022,Amla,60
13-08-2022,Amla,60
14-08-2022,Amla,60
15-08-2022,Amla,60
16-08-2022,Amla,60
17-08-2022,Amla,60
18-08-2022,Amla,60
19-08-2022,Amla,60
20-08-2022,Amla,60
21-08-2022,Amla,50
22-08-2022,Amla,50
23-08-2022,Amla,50
24-08-2022,Amla,50
25-08-2022,Amla,50
26-08-2022,Amla,50
27-08-2022,Amla,50
28-08-2022,Amla,50
29-08-2022,Amla,50
30-08-2022,Amla,50
31-08-2022,Amla,50
01-09-2022,Amla,50
02-09-2022,Amla,50
03-09-2022,Amla,50
04-09-2022,Amla,50
05-09-2022,Amla,50
06-09-2022,Amla,50
07-09-2022,Amla,50
08-09-2022,Amla,50
09-09-2022,Amla,50
10-09-2022,Amla,50
11-09-2022,Amla,50
12-09-2022,Amla,50
13-09-2022,Amla,50
14-09-2022,Amla,50
15-09-2022,Amla,50
16-09-2022,Amla,50
17-09-2022,Amla,50
18-09-2022,Amla,50
19-09-2022,Amla,50
20-09-2022,Amla,50
21-09-2022,Amla,50
22-09-2022,Amla,50
23-09-2022,Amla,50
24-09-2022,Amla,50
25-09-2022,Amla,60
26-09-2022,Amla,60
27-09-2022,Amla,60
28-09-2022,Amla,60
29-09-2022,Amla,60
30-09-2022,Amla,60
01-10-2022,Amla,60
02-10-2022,Amla,60
03-10-2022,Amla,50
04-10-2022,Amla,50
05-10-2022,Amla,50
06-10-2022,Amla,60
07-10-2022,Amla,60
08-10-2022,Amla,50
09-10-2022,Amla,50
10-10-2022,Amla,50
11-10-2022,Amla,50
12-10-2022,Amla,50
13-10-2022,Amla,50
14-10-2022,Amla,50
15-10-2022,Amla,60
16-10-2022,Amla,60
17-10-2022,Amla,60
18-10-2022,Amla,60
19-10-2022,Amla,60
20-10-2022,Amla,60
21-10-2022,Amla,60
22-10-2022,Amla,60
23-10-2022,Amla,60
24-10-2022,Amla,60
25-10-2022,Amla,60
26-10-2022,Amla,60
27-10-2022,Amla,60
28-10-2022,Amla,60
29-10-2022,Amla,60
30-10-2022,Amla,60
31-10-2022,Amla,60
01-11-2022,Amla,60
02-11-2022,Amla,60
03-11-2022,Amla,50
04-11-2022,Amla,50
05-11-2022,Amla,50
06-11-2022,Amla,60
07-11-2022,Amla,60
08-11-2022,Amla,60
09-11-2022,Amla,60
10-11-2022,Amla,60
11-11-2022,Amla,60
12-11-2022,Amla,60
13-11-2022,Amla,60
14-11-2022,Amla,60
15-11-2022,Amla,60
16-11-2022,Amla,60
17-11-2022,Amla,60
18-11-2022,Amla,60
19-11-2022,Amla,60
20-11-2022,Amla,60
21-11-2022,Amla,60
22-11-2022,Amla,60
23-11-2022,Amla,60
24-11-2022,Amla,50
25-11-2022,Amla,50
26-11-2022,Amla,50
27-11-2022,Amla,50
28-11-2022,Amla,60
29-11-2022,Amla,60
30-11-2022,Amla,60
01-12-2022,Amla,60
02-12-2022,Amla,60
03-12-2022,Amla,50
04-12-2022,Amla,50
05-12-2022,Amla,50
06-12-2022,Amla,50
07-12-2022,Amla,50
08-12-2022,Amla,50
09-12-2022,Amla,50
10-12-2022,Amla,50
11-12-2022,Amla,50
12-12-2022,Amla,50
13-12-2022,Amla,50
14-12-2022,Amla,50
15-12-2022,Amla,50
16-12-2022,Amla,50
17-12-2022,Amla,50
18-12-2022,Amla,60
19-12-2022,Amla,60
20-12-2022,Amla,60
21-12-2022,Amla,60
22-12-2022,Amla,70
23-12-2022,Amla,70
24-12-2022,Amla,50
25-12-2022,Amla,50
26-12-2022,Amla,50
27-12-2022,Amla,60
28-12-2022,Amla,60
29-12-2022,Amla,60
30-12-2022,Amla,60
31-12-2022,Amla,60
